Company_ID,ROA,ROE,Debt_to_Equity,Current_Ratio,Asset_Turnover,Revenue_Growth,Operating_Cash_Flow,Board_Size,Independent_Directors_Percent,Institutional_Ownership,Audit_Committee_Size,Fraud_Label
46,0.13126114217699097,0.22281430320848372,2.1946836250423134,2.776604403253849,0.3418068255029831,0.21935130593629892,-4267827.54182577,7,39.55013569069993,52.689142506169816,4,Fraud
47,-0.044144461955294534,-0.4323316380999984,1.7183948707602137,0.8173895608183969,1.7980547655473027,-0.16786608719984386,13761460.778140772,16,67.13610754538135,56.77986474727095,6,No Fraud
48,0.060034010588905395,0.20783509722976867,2.864735901754227,2.018419558083933,0.17481978186861094,-0.3990569574725097,48994486.18834392,5,74.02256134085596,79.38001195436014,2,No Fraud
49,0.07335513967163981,0.04353821734264607,4.267815187274069,2.9438751680777515,2.188472057181381,0.3571505803074392,38507617.3686289,14,33.11290769123378,74.49452846719356,3,No Fraud
50,-0.10757277223723649,-0.41827465425322174,1.087489052230933,3.3084891246529895,0.4327660698719289,0.5852073259110937,-403551.8579842821,7,57.529810227002244,56.13277584986153,4,No Fraud
51,0.28479231388227927,-0.04169935847134354,4.678721889891863,2.04055360022531,0.40554850899214,0.4099131203060904,6665842.968635306,9,43.528089746166515,69.0209548270948,4,No Fraud
52,0.18756641168055727,-0.015303712869953023,3.4765295033663257,3.3508376708342213,0.5216135151246029,0.06020661815661532,9788948.531381667,13,79.37288715769262,41.832156669796234,6,No Fraud
53,0.26974947078209455,-0.33422545983672425,4.134038742132148,2.1070669113680895,2.40463926038096,0.5037672613991065,29021933.629726745,7,48.72996894990089,51.52710904747843,6,No Fraud
54,0.2474136752138244,0.4456981470002823,2.8253343938870574,1.6825714837997239,1.7636064646092304,0.009847673118349998,35419685.56937933,14,33.69921042781656,10.275961620223447,2,No Fraud
55,0.09894998940554256,0.34997537148066193,3.9196318369779113,3.0446093856586867,2.023291685112728,0.12493408424346752,34971596.528474584,14,42.911457513309955,12.63792303000398,4,No Fraud
56,0.2609371175115584,0.16902233732910832,0.17938194696338933,1.9789481313742672,1.0543239657586072,0.07712976739568322,20592443.37838417,13,59.23030338899758,75.50115935583823,4,No Fraud
57,-0.15575374897404026,-0.0377044389993928,4.110064081419723,1.915707531693569,0.9071505460118933,0.047623872665524924,38649232.27028907,5,24.565362280974576,10.072090733012217,3,Fraud
58,-0.10200856879042741,-0.08823445841549149,0.296680409518296,1.970937468229485,0.6627616162796078,0.3751907692939057,16224684.965448502,10,56.21611521327426,19.39892567877162,2,Fraud
59,-0.17738635554473098,0.15097346715095417,4.460575544178027,3.040355005609236,1.2535552679497814,0.12676890726949197,-2567166.082266286,13,75.87348555073388,72.64577601078753,2,No Fraud
60,-0.03733483461836784,0.04543186940690547,4.960617461469353,2.9958246250641563,1.4243889604820044,-0.08328287797478395,23866510.499228798,16,71.02176725947103,5.097405803401784,6,No Fraud
61,-0.005661355155259007,-0.4377268941181144,1.5409305646662115,1.7105599773206337,1.616259624766613,-0.1418418323415217,47138083.076066405,9,24.060412199479003,29.004367951898466,2,Fraud
62,-0.06432548411305206,0.012502648770331692,1.130560925800389,1.499899579611575,0.7170844095968668,-0.36225268303256664,37579619.08355068,15,79.60339272434409,54.64328591526285,3,Fraud
63,0.21436875457596466,0.3064036172328395,3.8502804829043997,1.9757840721173878,2.3767697941671777,0.18319516188304596,24722038.861534543,14,61.92361542223275,55.61324417489021,2,Fraud
64,-0.02162333665320537,-0.04076012240304194,1.339829070509241,2.218317529211327,0.507420395697126,-0.17003858459896581,28808339.62094582,6,29.73684945884142,71.05799719950525,5,No Fraud
65,-0.05953274515630963,-0.4480434224457316,4.3412556775437965,1.215011631883991,2.4175676194393896,-0.25186607798361693,45833721.62213436,9,20.74496535016541,48.00373163183448,5,No Fraud
66,0.07134804157912422,0.2862781993840331,0.6039287015716359,2.881865254146772,0.1356546940180091,0.25382996382767764,15700567.66609763,5,30.27695817752908,48.299158910132476,3,Fraud
67,-0.1295378875126187,-0.2986362178640256,0.7171804622588555,1.9594482971972687,1.2547016603604295,0.2812092578215488,9883648.336558241,13,70.29055524114432,66.65139892095954,6,Fraud
68,0.20109849037701982,-0.24137916511196122,4.897842619993017,1.5021366452598788,0.9000828114797507,0.35215489225766594,48634493.90002694,14,21.298359496709825,47.3830793776341,4,No Fraud
69,-0.1627246781601146,-0.3352936465677041,3.401810601523023,0.8204629788919718,1.177896193432602,0.10357689633859146,41806588.010620005,17,33.988838217085195,56.72174235790743,2,Fraud
70,0.29344346830025864,-0.16978493512850246,4.249747399701869,1.216535481210821,1.4695949895538938,0.49405460520388655,9382615.077116143,14,65.43833572009252,81.31079580167933,6,No Fraud
71,0.1861223846483287,0.25675150568863503,1.6892139490224385,3.347843515267951,1.1454139792305018,0.5363427533982278,17826835.84165537,13,55.16663215388811,39.12333564705162,6,No Fraud
72,-0.10064215923291381,0.01938585950393734,3.414770372650962,1.4152990604585798,1.0956324407238278,0.4073709397924894,14904687.740467943,10,66.9641426216115,37.73563102813389,2,No Fraud
73,-0.1972389414381988,-0.29511872584928744,3.0117849538121266,1.006577868101106,1.8585361969919358,0.2355934820081872,-1054259.279713964,15,64.76903022960727,5.301664308505561,4,No Fraud
74,0.20773071422741707,0.37783007815204084,3.0554355886024407,1.8820183749649795,1.7461030602075152,-0.09627904640881135,47469159.42879555,13,23.036083227308282,57.14123222930471,2,No Fraud
75,0.15342867192380855,0.3795818549515292,3.444409051734836,1.4212632300807462,2.099851076886035,0.5829449216202212,14258745.873185527,7,73.55068514564908,7.530612129606219,4,Fraud
76,0.16450358402049364,0.3705784250460069,2.9192599483325834,0.6054777508135825,0.6999015549747893,-0.12586383280806168,42519744.958274476,8,33.62191005693612,47.85262162690688,3,No Fraud
77,0.18563517334297286,-0.2612037886184607,2.2024056095830633,1.4694356518382516,1.5628684234097527,-0.19734307800956896,1361373.660839904,17,53.20354641378582,73.35987206773926,4,Fraud
78,-0.16297767413295483,-0.0487606558190119,1.4520212024646797,2.1323258718184057,1.5044674849428492,0.042154113786582736,22872248.638233185,10,58.65728939166673,51.74329099417136,6,Fraud
79,-0.020767135727863706,0.4849896561408751,3.8660485214746902,2.1551371160599007,0.987370746094453,-0.34315942928761156,-8562316.892543811,8,30.117692653105724,27.91907404341746,3,No Fraud
80,-0.14206547023743515,0.27201247630999037,1.2087349070156126,1.569676763530666,1.2665381005664342,0.5784944646717908,35853229.030538514,5,78.57387540205846,71.82431582319656,5,No Fraud
81,0.23155171293779675,-0.4728325787744402,3.49253610015663,1.841908268757802,0.8530771439337489,0.18843355641642479,24854833.894776702,11,49.289357365238544,27.9259453470158,3,No Fraud
82,0.11164906341377895,-0.43479540873950795,1.2433308309817008,3.396553754704299,0.4404265542807645,0.15695209166417523,27535375.008185163,9,23.458561735843606,67.3077013804014,4,No Fraud
83,-0.03455098757367542,-0.03606862318766724,3.1641178327768245,1.6320454316909347,0.6131229055905587,0.25579627989971987,-6896747.046720793,12,76.23572268667041,56.871968691169656,3,No Fraud
84,-0.1682208248569882,0.40922020586156016,3.760683508932242,1.274680439779949,0.35323275136288257,0.09702364777720662,2662299.812516924,13,55.17607059159609,19.449685223580104,3,No Fraud
85,-0.04450883914216891,0.03870179795271422,1.1716980556420422,1.2304011322002804,1.739366980456298,-0.36793648290545844,-5540147.65878519,9,61.95159187888258,81.93637936175578,5,No Fraud
86,-0.03740833898662649,-0.0021874919657097758,0.39372217422041056,1.8732938381124025,1.6857457434619636,0.21231128884039674,7334858.948228706,12,51.51054739605345,22.054713051361635,4,No Fraud
87,0.16480308916903202,-0.3945263000433694,0.741771340671453,2.7785604461508324,2.3814552917916947,0.3161738769564306,27646340.46092906,17,70.08427728661806,89.11490130195693,6,No Fraud
88,0.11877873567760655,0.15678010472429404,3.069385139628025,1.1179645525654196,1.8512281927533791,0.016749060624053125,23971159.059042513,5,21.988007731592653,5.621391535669965,3,No Fraud
89,0.24360637128816326,0.3221031606002255,4.262287390506104,2.627888381422304,0.22491001301471547,0.3572955720711929,26728989.296803415,5,36.10270191662887,27.396087057146758,2,Fraud
90,0.036107462580974636,-0.11957999249243767,0.3204844240535794,0.5634494700482489,2.22218841742949,-0.1729987006615794,22955076.282673657,11,48.178901384161534,21.988125268306902,6,No Fraud
91,-0.14020287703084916,0.2756118509253275,3.697341169304067,1.756798933951838,2.170420391069742,-0.178723408933816,6381727.740551561,10,24.596216978822603,6.189439864489323,3,Fraud
92,0.1566223936114975,0.4644766539008116,1.7724613651552557,2.8275951956083607,1.163968769854477,-0.23858301231242607,4670449.840665514,9,62.35440015959949,67.25127151252183,6,Fraud
93,0.1803925243084487,-0.2962335408723109,2.4447890126056606,1.5161988673232942,1.5060713212670118,-0.028005240210838167,-1776418.9878051244,9,43.61980484333844,63.94119317846568,2,Fraud
94,0.0806385987847481,0.023329631194741296,4.651411794243272,2.1912113043361985,2.4425879979340452,0.4470120353890835,40944252.49420953,13,36.36007941608864,72.34983197016909,6,No Fraud
95,0.18548358997728048,-0.21286204191542446,1.726660373205643,1.1149376984777324,1.377530473235599,0.4279120621490643,26988761.51247467,5,20.202730808504736,26.819376449488047,6,No Fraud
96,0.04689779818219536,0.29285441903383935,2.380150976303482,2.7259861733785167,2.2727723881026156,-0.017175792036496218,1190660.7502435856,12,63.18981870499722,42.76848920205244,2,No Fraud
97,0.06136641469099702,0.0775933658811575,0.16704383232733744,0.6568373098062789,0.29929301874444747,0.18911873598023654,632562.7892743722,6,70.0285585323717,61.024649337831534,2,No Fraud
98,0.013770509179274804,0.13458241755030376,0.49983372802370807,3.057627934626501,0.5585244849008388,0.3208163164749156,42382136.0915682,11,43.70243214088991,42.380322830492204,2,Fraud
99,-0.18729043662795242,0.29791415961589407,1.367098796560442,1.0945891592650043,1.1578118642591628,-0.15879322537197704,34563851.82579916,10,53.85307862200193,64.27269047702285,5,No Fraud
100,-0.14605428650334779,-0.10402952733754511,0.2364759800232646,3.123194095124992,1.5034163400095313,-0.23185891410525294,29563944.794322282,14,33.66119755577591,58.88773971743758,2,Fraud
101,-0.18428540715663289,0.4150900684070432,3.19373909763643,1.5575877239015519,2.0589468444707206,0.572095993212311,14411846.452357989,6,57.331858776807984,14.745063256885,6,No Fraud
102,0.11820520563189019,0.03302886724613996,2.1893519483279507,2.66805072342346,2.4718290763436483,0.21755731320961846,5718533.856711052,16,20.728247498912033,71.38866529154228,2,No Fraud
103,-0.042822009461836674,-0.342045177164652,2.7859114933673084,1.4576758933585654,1.0332435915378795,0.5814157218336639,48767045.78676943,17,49.3186338259255,66.25749052286406,3,No Fraud
104,0.054285345582351374,0.19589911816880246,0.9557712108920148,3.2177350137039427,0.21379752673620384,-0.062244012867770926,37834374.50136801,7,58.65232891044153,60.74592294747945,2,No Fraud
105,0.2537832369630465,0.2932613504382544,1.5500669442394193,0.8799113765551231,2.0228116079087797,0.3030316999741315,8106753.38817659,8,75.09150639378404,18.182956533035195,2,No Fraud
106,-0.07535388542556254,-0.18323832293247333,3.3527399267783533,1.0355593678177961,1.5505137257987396,-0.1773963634587623,40853887.77670968,11,42.880149027337055,27.779698147605913,4,No Fraud
107,0.005191461517814855,0.35717925699875297,4.829983345788959,1.9790903754764069,0.576502861283684,-0.1387998287260871,35535916.91688089,12,65.91141217886178,38.420047684946034,6,No Fraud
108,0.17777556927152433,0.4061432547657664,0.3470421906508251,0.7458153171144384,1.2875882958914084,0.11190212126962396,7824832.992679901,17,55.861221796610046,28.79401784079769,6,No Fraud
109,-0.08560091725418878,-0.22309551262219107,4.4628831721908035,1.0879405541052858,1.8815445892809386,-0.0803818744919288,15593171.254498381,15,75.62072677550483,24.363874707471172,3,No Fraud
110,-0.16151004508560352,0.48352147271522206,2.926717886424922,3.3312991466360433,1.948988288964745,-0.23237843615941556,1157206.7234615982,6,43.90266053956584,73.45540196375094,5,No Fraud
111,-0.055124273543116,-0.3592884719512416,2.8632058771025566,3.4294689834436616,1.2990841887970288,-0.13711929801067402,-3336853.3373134388,12,39.145720392379275,59.2497409406172,4,No Fraud
112,-0.1193893563729978,-0.29798433159751003,2.551364822518026,1.6287779879912658,0.8325148723092619,-0.3642516055341354,33365721.970381804,15,73.22851992164863,53.06513118177128,3,No Fraud
113,0.2648488261712865,-0.31577516076197387,0.4400310209304986,3.269858063041807,2.4369821968923846,0.3044236214774866,6050711.441231998,13,22.954664084497345,24.20598042252658,3,No Fraud
114,0.20406018978220847,0.3939897100078704,0.5403965735071873,2.1344740270202953,1.6920702662955829,0.09211665708586159,39203561.94477522,11,28.183123576020606,83.03650779283451,6,No Fraud
115,0.11670187825521172,0.15429255232496186,3.044468827729522,1.3092273976213011,1.0797700464311168,-0.3057569335954744,49736522.69086557,5,24.944266075042666,21.250558323271882,4,No Fraud
116,0.23573029509385884,-0.3478957167777271,1.770697000034236,2.607196163241796,0.7731117380911657,-0.22830600687150882,-5402811.16422108,10,70.58659739458416,72.57082929009755,6,No Fraud
117,0.20183603844955722,-0.059676581631651016,4.594613526230635,2.4767054197245715,1.8546471592085492,-0.297465461887356,18382107.505022015,12,20.636445402219163,87.16717666994991,5,No Fraud
118,-0.10671497055698209,0.11529802506980202,2.092293633061414,3.4673759573262,0.6812402694250425,0.21259280827587645,38123753.558648184,9,71.69942932982289,66.80288198406006,6,No Fraud
119,0.24627949924498888,-0.4165359150106167,0.8020791476429413,1.2951418622278499,0.5121039735368516,-0.3057896363875062,37337053.79247401,16,47.07606772227601,89.39299589069353,2,No Fraud
120,0.06967112095782535,0.3824163684073387,3.602122284159977,2.5161785079852064,1.3716013335089687,0.35428233303521606,35599829.49985811,6,20.241516731238246,60.33934494312547,6,No Fraud
121,0.20372007758203126,0.3036035354415352,1.5374317650609484,0.6560712650883407,0.7959697423459404,-0.37948908067960885,10939696.118114658,9,44.098710632722515,23.484129206331072,2,No Fraud
122,0.2480456499617466,0.005206773576638235,2.674804506043877,0.8409381160901582,1.6093723478166762,-0.15062421200410792,17231195.341103137,12,31.208050462702133,22.32465696590346,3,No Fraud
123,-0.04099826251406807,0.46712661525917043,3.5193806489753334,0.5117551248532798,0.3830528196981604,0.49066667589190716,25698101.44048821,6,57.46402924832978,32.58796416171549,5,No Fraud
124,-0.14497403773616163,-0.0822390207249003,4.511294144890145,3.4983820431790194,1.6718586509615718,0.318531318122246,48436435.01439543,5,60.76152739529879,5.6060517187855154,2,No Fraud
125,-0.08603241872902917,0.4841103190364978,3.9817368545282132,2.906821091442433,0.7799116671944852,-0.3270316670743123,9652836.256309573,8,49.25165422429999,62.94436995704094,5,No Fraud
126,0.013553894313128145,0.16791999880362707,3.414169232576348,2.8601690442006222,0.10058304264283056,0.42112610448517973,45388633.26301146,8,22.431171526380197,27.836761693365347,6,Fraud
127,0.20900738296124655,0.13467127325394146,3.4302025937362037,2.029178225864539,0.40464653841802334,0.09303512154020477,6161415.090829648,13,59.36772826203212,74.29057474488398,6,No Fraud
128,0.2303652916281717,-0.334045104704215,4.735030755757224,1.4002012487163198,2.3406769068042257,0.4467830271688292,49344467.92842227,7,70.52232701633127,35.52967529754052,3,No Fraud
129,-0.19652393473440466,0.381927758304644,1.5495380777330268,0.9537928533880278,2.181651133876859,0.20073977445039337,30215821.2096555,8,63.21945663958409,45.79630194438158,6,Fraud
130,0.055373651288782855,-0.07251031207938485,0.1054492615613183,1.354024216539391,0.6606616768869684,0.2818330320328587,17810688.821513057,7,69.79747513731911,87.08355790763139,2,No Fraud
131,0.008705501574389485,-0.33776659421752064,1.4325773410511737,1.6279136657874174,1.968092570909179,0.5935015603957081,26803425.68381629,6,32.03057141305325,25.584630459018552,3,Fraud
132,-0.08894609476463489,-0.48739248002424096,1.1676677601710457,2.768930290940882,1.5605718236175383,-0.16766445407598185,6351870.142412407,8,73.33327637938896,66.30659828152787,5,No Fraud
133,-0.1400673163331586,0.05975568363838257,3.3429894670585916,2.1189853667094574,2.4301713074796867,0.22394557476138832,6450431.450687997,12,39.33160703887776,69.18501209096046,3,Fraud
134,-0.031192414298186033,0.027399622122676326,3.2051868388510925,0.7324508796664481,0.9966535828817418,0.06032139005739834,-3186727.3693903694,5,20.804288855119463,23.78484338950899,5,No Fraud
135,0.27145485195625957,0.21935362236915856,3.007960775253147,0.5540870268767367,1.7355054700412111,-0.3605480470773086,-3156982.137676074,12,70.60349877974424,47.58473111203663,4,No Fraud
136,-0.038398533989622397,0.39025805301780214,0.17959287172632316,0.8069965386021895,0.2524857338174046,-0.385529358497135,10860304.488134678,12,76.5092761378836,34.76716365160231,2,No Fraud
137,0.05939531087168304,-0.4205934153569705,3.671012466808173,1.731496141092138,1.0509936323593743,-0.28077142218214135,35771328.6737823,7,59.333491845040925,70.61203068900758,2,Fraud
138,0.1515094794475889,0.23149649034036235,1.6852990211789087,3.299578751147055,2.413162386851633,0.2490917405385481,26478270.055889748,14,33.88619782780548,57.91108211746818,5,No Fraud
139,-0.01818519881035302,-0.3125880559024178,3.358774346132493,2.412207443627665,1.3935540986802895,0.16716308791339218,-3844926.380138751,14,35.10466785695182,45.458559663146495,6,No Fraud
140,0.2858910413604803,0.35817705315716397,2.8272342996605517,2.9054776996265455,0.7909108080036269,0.1534295611637274,41134191.498554654,16,47.99557240613717,71.24587752905605,6,No Fraud
141,0.2812236474710556,0.3190635138616561,1.7793815345967454,1.8991237835136456,0.3886503115086565,-0.36814323747173994,26082057.61940398,16,73.86986477608517,24.98822345071545,4,No Fraud
142,-0.07410885208731793,0.040793754985544384,0.759423708810128,1.5849982495851282,1.788468016435673,0.06930299636000703,47651334.607086785,10,28.975859368853502,69.05785984967052,5,No Fraud
143,0.048624252946192714,0.21024279862331152,0.5626525985363567,0.8252011181498682,1.6476545042313444,0.5246228178425285,30211128.044672452,17,69.55842017500922,78.55681652789006,4,No Fraud
144,-0.04956084509161518,-0.1856498868162516,4.174439832249895,3.127799066558615,0.997452912649059,-0.002408130689353416,510491.8222508598,17,37.47816852230902,79.68283572864365,5,No Fraud
145,-0.057579752811266205,-0.028832101067185367,4.600147956199634,2.8494800870837085,2.382259244478002,0.22492246978845631,18427001.738469336,8,68.51517016574587,71.61225540666632,4,No Fraud
146,-0.1815565263227336,0.32163689771047166,3.283961429145068,1.0043542927931752,0.15328675117084076,0.37981867562314353,28909855.85283225,17,75.21627185609232,39.681204194852846,5,Fraud
147,0.10478216698994841,-0.0407348028267861,0.6068271628163685,2.0367816916287813,0.8289372439163819,0.38392527914188757,-8304117.937001338,5,45.64963231965921,88.4536819310153,2,No Fraud
148,0.05133951161443073,-0.1422017346745582,2.0699333627523795,1.9621244237637345,2.3105667671189956,0.11928008239527133,-9105384.150711527,5,41.90303924633185,37.26545972490739,4,Fraud
149,-0.17426062437500534,-0.005787552749700109,3.671802080515271,2.3752746580595856,0.8702450519666569,0.4579519454023363,-2235819.9640859254,9,68.13327913827811,59.28315892370618,4,No Fraud
150,-0.060676767881694293,0.32824925243721836,3.921122331649334,3.3385606819737834,0.7054068012524088,-0.008621906636253063,5099866.102728246,16,51.76897294276364,18.691305135904837,5,No Fraud
151,0.25413294298332684,-0.16479195262912727,0.6792712492263341,2.239314325287439,1.3821289838349935,0.4886932147847983,15772947.411240533,12,61.06694290779183,88.33815638409338,3,Fraud
152,-0.0802190546665138,-0.3262384068642562,0.10015052234237384,2.120651800335856,2.077124199809291,-0.1597728336044547,19246428.425587304,5,57.369754217670774,64.83880335849638,3,Fraud
